strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	8555	NA	8555
Rickettsia_conorii	1155	11350	11350	NA
Leishmania_major	608	6117	6063	NA
Thermoplasma_volcanium	8519	8519	1414	NA
Pseudomonas_aeruginosa	9128	9025	NA	NA
Helicobacter_hepaticus	3576	9626	NA	9626
Streptococcus_agalactiae_serogroup_III	7788	769	7604	NA
Mycoplasma_genitalium	11870	861	11870	NA
Haemophilus_influenzae	1046	7502	7502	NA
Pasteurella_multocida	9393	9393	506	NA
Prochlorococcus_marinus	7945	7979	NA	NA
Corynebacterium_glutamicum	7662	577	NA	7588
Archaeoglobus_fulgidus	7921	7710	3390	NA
Bacillus_subtilis	9123	9123	1413	NA
Staphylococcus_aureus_subsp._aureus_N315	10374	NA	10374	NA
Corynebacterium_efficiens	10250	10250	NA	NA
Geobacter_sulfurreducens	9350	1761	9273	NA
Yersinia_pestis_KIM	6952	6967	NA	NA
Bacillus_cereus_ATCC_10987	7467	7467	611	NA
Pseudomonas_putida_KT2440	9821	9821	1103	NA
Sinorhizobium_meliloti	8404	8404	NA	1691
Lactobacillus_johnsonii	9179	9179	1932	NA
Chlamydophila_pneumoniae_CWL029	8881	4083	8906	NA
Streptomyces_coelicolor	784	10669	10711	NA
Staphylococcus_epidermidis	8496	679	NA	8653
Buchnera_aphidicola_Schizaphis_graminum	NA	8004	NA	8004
Rickettsia_prowazekii	12190	12190	NA	2493
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	15118	NA	15118	NA
Synechococcus_sp._WH_8102	1284	9044	9044	NA
Nitrosomonas_europaea	7328	7387	NA	NA
Mycoplasma_penetrans	3406	9502	NA	10344
Rhodopseudomonas_palustris	10099	1800	10128	NA
Chlamydophila_pneumoniae_AR39	2798	6591	6720	NA
Escherichia_coli	7998	7998	NA	NA
Xylella_fastidiosa_Temecula1	7857	7857	NA	NA
Treponema_denticola	640	8830	8827	NA
Helicobacter_pylori_J99	2201	9273	9273	NA
Bacillus_cereus_ATCC_14579	9229	9335	NA	631
Mycobacterium_avium_subsp._paratuberculosis	NA	9237	NA	9237
Sulfolobus_solfataricus	6305	6305	NA	NA
Lactococcus_lactis_subsp._lactis	8189	8198	933	NA
Xanthomonas_axonopodis_pv._citri	9743	551	NA	9744
Borrelia_burgdorferi	4199	11893	11893	NA
Staphylococcus_aureus_subsp._aureus_MW2	9486	NA	9486	NA
Bordetella_bronchiseptica	9887	1977	9897	NA
Mycobacterium_tuberculosis_CDC1551	7608	7664	NA	715
Dehalococcoides_ethenogenes_195	534	8037	8037	NA
Haemophilus_ducreyi	7637	7623	1084	NA
Mycobacterium_tuberculosis_H37Rv	8841	8871	690	NA
Clostridium_tetani	3653	10125	10125	NA
Pyrococcus_furiosus	7984	1247	7984	NA
Acidobacterium_capsulatum_ATCC_51196	1851	9994	9994	NA
Xanthomonas_campestris_pv._campestris	518	9380	NA	9380
Streptococcus_pneumoniae_R6	7315	2254	7315	NA
Wolinella_succinogenes	8692	8900	2113	NA
Streptococcus_pyogenes_MGAS315	2635	8877	8877	NA
Methanosarcina_acetivorans	5957	647	6119	NA
Streptococcus_pyogenes	8756	2871	8756	NA
Aquifex_aeolicus	9323	9323	NA	572
Clostridium_acetobutylicum	10893	11011	606	NA
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	9863	NA	9863
Streptococcus_pneumoniae	8083	8083	NA	NA
Methanococcus_maripaludis	3519	8808	8808	NA
Cyanidioschyzon_merolae	6256	6256	NA	NA
Clostridium_perfringens	10012	622	9682	NA
Streptococcus_pyogenes_MGAS8232	8336	779	NA	8387
Ralstonia_solanacearum	9967	9967	NA	NA
Ureaplasma_parvum	11702	3551	NA	11702
Mycoplasma_gallisepticum	7173	526	7173	NA
Methanocaldococcus_jannaschii	8087	2808	8176	NA
Streptomyces_avermitilis	9895	9874	1146	NA
Buchnera_aphidicola_Acyrthosiphon_pisum	NA	9177	NA	9177
Mycoplasma_mycoides_subsp._mycoides_SC	6532	6532	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	8813	NA	8813
Escherichia_coli_O157_H7_EDL933	7958	7975	NA	NA
Bordetella_pertussis	7096	7101	NA	NA
Streptococcus_pyogenes_SSI-1	8819	573	NA	8819
Aeropyrum_pernix	11036	11036	NA	4949
Wolbachia_sp._wMel	5563	5484	790	NA
Pyrococcus_abyssi	573	9024	9024	NA
Shewanella_oneidensis	508	7682	NA	7696
Mycobacterium_bovis	9481	9523	NA	1476
Streptococcus_mutans	519	9137	9137	NA
Vibrio_cholerae	8115	509	8102	NA
Coxiella_burnetii	6933	6933	NA	NA
Chlamydophila_pneumoniae_TW-183	9103	965	NA	9103
Candidatus_Blochmannia_floridanus	12802	12802	6843	NA
Pyrobaculum_aerophilum	7783	1408	NA	7783
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	11054	NA	11054	NA
Listeria_monocytogenes_str._4b_F2365	9522	9515	1466	NA
Listeria_innocua	1119	8962	NA	8834
Mycoplasma_pulmonis	718	10910	10910	NA
Yersinia_pestis	7053	7053	NA	577
Treponema_pallidum	2609	7677	NA	7677
Staphylococcus_aureus_subsp._aureus_Mu50	9833	NA	9833	NA
Xylella_fastidiosa	8054	8054	NA	NA
Buchnera_aphidicola_Baizongia_pistaciae	NA	11348	NA	11348
Thermoanaerobacter_tengcongensis	8142	8142	NA	NA
Bradyrhizobium_japonicum	9583	2266	9423	NA
Corynebacterium_glutamicum_ATCC_13032	1207	8539	8545	NA
Caulobacter_vibrioides	9176	636	NA	9226
Onion_yellows_phytoplasma	6047	6047	NA	NA
Mesorhizobium_loti	10542	610	10542	NA
Fusobacterium_nucleatum_subsp._nucleatum	NA	9435	NA	9435
Bdellovibrio_bacteriovorus	1111	9215	9215	NA
Nanoarchaeum_equitans	4799	15880	NA	15880
Chlamydia_muridarum	968	11794	NA	11794
Salmonella_typhi	515	9091	NA	9189
Bacillus_halodurans	2563	8146	8146	NA
Bacteroides_thetaiotaomicron	1577	8962	8962	NA
Synechococcus_elongatus	705	9555	9612	NA
Thermus_thermophilus_HB27	9760	4062	9760	NA

