strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Listeria_innocua	99.712	99.712	97.699	97.699
Mycoplasma_pulmonis	97.914	99.617	97.914	99.617
Yersinia_pestis	99.82	95.805	95.87	99.82
Treponema_pallidum	99.848	99.848	98.002	98.471
Staphylococcus_aureus_subsp._aureus_Mu50	NA	99.775	NA	99.775
Xylella_fastidiosa	95.007	95.007	99.788	99.788
Buchnera_aphidicola_Baizongia_pistaciae	99.618	NA	99.618	NA
Thermoanaerobacter_tengcongensis	99.68	94.013	99.68	94.013
Bradyrhizobium_japonicum	99.711	99.711	98.741	98.657
Corynebacterium_glutamicum_ATCC_13032	99.732	98.195	99.732	98.195
Caulobacter_vibrioides	98.915	99.714	99.714	98.915
Onion_yellows_phytoplasma	86.212	99.748	86.212	98.858
Mesorhizobium_loti	99.704	99.66	99.308	99.186
Staphylococcus_epidermidis	97.432	97.432	99.388	99.388
Fusobacterium_nucleatum_subsp._nucleatum	97.326	NA	97.326	NA
Bdellovibrio_bacteriovorus	99.836	99.922	99.922	99.836
Nanoarchaeum_equitans	99.922	99.814	99.814	99.922
Chlamydia_muridarum	99.898	99.898	99.373	99.373
Salmonella_typhi	99.198	99.198	98.346	98.346
Bacillus_halodurans	99.495	96.341	96.341	99.495
Bacteroides_thetaiotaomicron	99.689	99.689	98.164	98.164
Synechococcus_elongatus	99.687	99.338	99.303	99.687
Thermus_thermophilus_HB27	98.405	99.674	99.674	98.239

