Name	Consensus ancestor	Consensus evolved	Strain ancestor	Strain evolved
Bordetella_pertussis_30	5222.0	6844.0	5222.0	6844.0
Bordetella_pertussis_35	4294.0	5271.0	4289.0	5271.0
Bordetella_pertussis_40	3469.0	4248.0	3460.0	4248.0
Bordetella_pertussis_45	2535.0	2891.0	2527.0	2887.0
Bordetella_pertussis_50	2032.0	2298.0	2007.0	2295.0
Bordetella_pertussis_55	1572.0	1707.0	1562.0	1689.0
Bordetella_pertussis_60	1223.0	1322.0	1213.0	1301.0
Bordetella_pertussis_65	992.0	1039.0	966.0	1019.0
Bordetella_pertussis_70	860.0	889.0	811.0	842.0
Bordetella_pertussis_75	814.0	829.0	694.0	716.0
Bordetella_pertussis_80	915.0	917.0	645.0	623.0
Bordetella_pertussis_85	1577.0	1584.0	561.0	564.0
Bordetella_pertussis_90	3234.0	3205.0	NA	NA
Bordetella_pertussis_95	7096.0	7101.0	NA	NA
Borrelia_burgdorferi_00	19265.0	19108.0	19265.0	19108.0
Borrelia_burgdorferi_05	19507.0	19427.0	19507.0	19427.0
Borrelia_burgdorferi_10	14064.0	15874.0	14064.0	14285.0
Borrelia_burgdorferi_15	11366.0	13402.0	11366.0	13402.0
Borrelia_burgdorferi_20	9753.0	9630.0	9753.0	9630.0
Borrelia_burgdorferi_25	7728.0	7748.0	7728.0	7748.0
Borrelia_burgdorferi_30	4883.0	5498.0	4883.0	5498.0
Borrelia_burgdorferi_35	4139.0	4579.0	4132.0	4579.0
Borrelia_burgdorferi_40	3339.0	3510.0	3339.0	3510.0
Borrelia_burgdorferi_45	2696.0	2640.0	2696.0	2640.0
Borrelia_burgdorferi_50	2143.0	2083.0	2143.0	2070.0
Borrelia_burgdorferi_55	1637.0	1594.0	1637.0	1566.0
Borrelia_burgdorferi_60	1255.0	1255.0	1240.0	1242.0
Borrelia_burgdorferi_65	1004.0	1014.0	971.0	993.0
Borrelia_burgdorferi_70	888.0	873.0	830.0	817.0
Borrelia_burgdorferi_75	862.0	853.0	759.0	716.0
Borrelia_burgdorferi_80	1018.0	1052.0	699.0	667.0
Borrelia_burgdorferi_85	1971.0	1970.0	604.0	621.0
Borrelia_burgdorferi_90	4182.0	4182.0	635.0	519.0
Borrelia_burgdorferi_95	11893.0	11893.0	4199.0	NA
Bradyrhizobium_japonicum_00	32825.0	39500.0	32825.0	39500.0
Bradyrhizobium_japonicum_05	34542.0	41468.0	34542.0	41468.0
Bradyrhizobium_japonicum_10	25879.0	28700.0	25879.0	28700.0
Bradyrhizobium_japonicum_15	19106.0	22264.0	19106.0	22264.0
Bradyrhizobium_japonicum_20	13846.0	14804.0	13846.0	14804.0
Bradyrhizobium_japonicum_25	10436.0	11220.0	10419.0	11220.0
Bradyrhizobium_japonicum_30	7743.0	8209.0	7703.0	8182.0
Bradyrhizobium_japonicum_35	6040.0	6288.0	6040.0	6273.0
Bradyrhizobium_japonicum_40	4484.0	4538.0	4453.0	4527.0
Bradyrhizobium_japonicum_45	3284.0	3390.0	3258.0	3381.0
Bradyrhizobium_japonicum_50	2464.0	2541.0	2460.0	2522.0
Bradyrhizobium_japonicum_55	1896.0	1939.0	1883.0	1924.0
Bradyrhizobium_japonicum_60	1416.0	1439.0	1398.0	1413.0
Bradyrhizobium_japonicum_65	1123.0	1135.0	1103.0	1118.0
Bradyrhizobium_japonicum_70	937.0	941.0	896.0	896.0
Bradyrhizobium_japonicum_75	875.0	870.0	772.0	764.0
Bradyrhizobium_japonicum_80	975.0	962.0	710.0	686.0
Bradyrhizobium_japonicum_85	1674.0	1683.0	647.0	619.0
Bradyrhizobium_japonicum_90	3786.0	3763.0	680.0	NA
Bradyrhizobium_japonicum_95	9423.0	9583.0	2266.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_00	23452.0	NA	23452.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_05	18548.0	NA	18548.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_10	18788.0	NA	18788.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_15	NA	16403.0	NA	16403.0
Buchnera_aphidicola_Acyrthosiphon_pisum_20	11959.0	NA	11959.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_25	8373.0	NA	8373.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_30	6098.0	NA	6098.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_35	5310.0	NA	5310.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_40	4808.0	NA	4808.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_45	4063.0	NA	4063.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_50	3194.0	NA	3194.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_55	2624.0	NA	2624.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_60	1861.0	NA	1861.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_65	1579.0	NA	1579.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_70	1280.0	NA	1280.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_75	1147.0	NA	1147.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_80	1266.0	NA	1266.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_85	2106.0	NA	2106.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_90	4614.0	NA	4614.0	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_95	NA	9177.0	NA	9177.0
Buchnera_aphidicola_Baizongia_pistaciae_00	35200.0	NA	35200.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_05	NA	29046.0	NA	29046.0
Buchnera_aphidicola_Baizongia_pistaciae_10	NA	20171.0	NA	20171.0
Buchnera_aphidicola_Baizongia_pistaciae_15	17462.0	NA	17462.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_20	NA	12571.0	NA	12571.0
Buchnera_aphidicola_Baizongia_pistaciae_25	9274.0	NA	9274.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_30	NA	7613.0	NA	7613.0
Buchnera_aphidicola_Baizongia_pistaciae_35	7051.0	NA	7051.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_40	NA	5356.0	NA	5356.0
Buchnera_aphidicola_Baizongia_pistaciae_45	4289.0	NA	4289.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_50	3054.0	NA	3054.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_55	NA	2425.0	NA	2425.0
Buchnera_aphidicola_Baizongia_pistaciae_60	1966.0	NA	1966.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_65	NA	1409.0	NA	1409.0
Buchnera_aphidicola_Baizongia_pistaciae_70	1195.0	NA	1195.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_75	NA	1200.0	NA	1200.0
Buchnera_aphidicola_Baizongia_pistaciae_80	1449.0	NA	1449.0	NA
Buchnera_aphidicola_Baizongia_pistaciae_85	NA	1987.0	NA	1987.0
Buchnera_aphidicola_Baizongia_pistaciae_90	NA	4800.0	NA	4800.0
Buchnera_aphidicola_Baizongia_pistaciae_95	NA	11348.0	NA	11348.0
Buchnera_aphidicola_Schizaphis_graminum_00	NA	28639.0	NA	28639.0
Buchnera_aphidicola_Schizaphis_graminum_05	NA	27696.0	NA	27696.0
Buchnera_aphidicola_Schizaphis_graminum_10	NA	28635.0	NA	28635.0
