Name	Consensus ancestor	Consensus evolved	Strain ancestor	Strain evolved
Bacillus_halodurans_60	88.974	92.661	88.138	91.957
Bacillus_halodurans_65	85.863	88.984	84.63	87.435
Bacillus_halodurans_70	81.819	84.57	78.334	80.816
Bacillus_halodurans_75	78.525	80.652	70.291	72.81
Bacillus_halodurans_80	79.46	81.09	61.581	63.792
Bacillus_halodurans_85	83.759	84.582	54.667	55.68
Bacillus_halodurans_90	90.144	90.472	51.161	48.779
Bacillus_halodurans_95	93.575	93.893	54.806	41.388
Bacillus_subtilis_00	98.708	99.992	98.708	99.992
Bacillus_subtilis_05	98.732	99.999	98.732	99.999
Bacillus_subtilis_10	98.709	99.969	98.709	99.969
Bacillus_subtilis_20	98.635	99.76	98.635	99.76
Bacillus_subtilis_25	98.009	99.861	98.009	99.861
Bacillus_subtilis_30	98.118	99.192	97.996	99.192
Bacillus_subtilis_35	97.566	99.234	97.423	99.234
Bacillus_subtilis_40	97.659	98.836	97.493	98.809
Bacillus_subtilis_45	97.097	98.642	97.039	98.532
Bacillus_subtilis_50	96.07	97.465	95.929	97.305
Bacillus_subtilis_55	94.142	95.635	93.812	95.346
Bacillus_subtilis_60	91.364	92.547	90.756	91.846
Bacillus_subtilis_65	87.784	89.169	86.12	87.964
Bacillus_subtilis_70	84.364	85.083	80.853	81.779
Bacillus_subtilis_75	81.088	81.694	72.709	73.974
Bacillus_subtilis_80	81.717	82.242	63.391	65.278
Bacillus_subtilis_85	86.235	86.931	57.202	56.232
Bacillus_subtilis_90	93.424	92.465	53.361	49.52
Bacillus_subtilis_95	97.029	96.732	52.129	46.843
Bacteroides_thetaiotaomicron_00	98.37	99.996	98.37	99.996
Bacteroides_thetaiotaomicron_05	98.392	99.99	98.392	99.99
Bacteroides_thetaiotaomicron_10	98.273	99.813	98.273	99.813
Bacteroides_thetaiotaomicron_15	98.206	99.867	98.206	99.867
Bacteroides_thetaiotaomicron_20	98.176	99.91	98.176	99.91
Bacteroides_thetaiotaomicron_25	98.164	99.689	98.164	99.689
Bacteroides_thetaiotaomicron_30	97.738	99.373	97.738	99.265
Bacteroides_thetaiotaomicron_35	97.428	99.139	97.306	99.059
Bacteroides_thetaiotaomicron_40	97.033	98.933	96.968	98.805
Bacteroides_thetaiotaomicron_45	96.577	98.236	96.475	98.132
Bacteroides_thetaiotaomicron_50	95.246	97.107	94.998	96.912
Bacteroides_thetaiotaomicron_55	93.812	95.497	93.416	94.971
Bacteroides_thetaiotaomicron_60	91.192	92.998	90.324	92.235
Bacteroides_thetaiotaomicron_65	87.161	89.327	85.512	87.656
Bacteroides_thetaiotaomicron_70	83.758	84.684	80.072	81.047
Bacteroides_thetaiotaomicron_75	80.467	81.246	72.278	72.815
Bacteroides_thetaiotaomicron_80	81.281	81.741	64.133	64.011
Bacteroides_thetaiotaomicron_85	86.126	86.185	57.272	55.068
Bacteroides_thetaiotaomicron_90	92.527	92.86	53.059	49.157
Bacteroides_thetaiotaomicron_95	96.139	96.451	52.401	45.969
Bdellovibrio_bacteriovorus_00	99.979	99.997	99.979	99.997
Bdellovibrio_bacteriovorus_05	99.822	99.991	99.822	99.991
Bdellovibrio_bacteriovorus_10	99.929	99.991	99.929	99.991
Bdellovibrio_bacteriovorus_15	99.947	99.973	99.947	99.973
Bdellovibrio_bacteriovorus_20	99.871	99.703	99.871	99.703
Bdellovibrio_bacteriovorus_25	99.836	99.922	99.836	99.922
Bdellovibrio_bacteriovorus_30	99.579	99.82	99.579	99.82
Bdellovibrio_bacteriovorus_35	99.294	99.172	99.098	99.163
Bdellovibrio_bacteriovorus_40	99.078	98.855	98.932	98.799
Bdellovibrio_bacteriovorus_45	98.292	98.383	98.158	98.318
Bdellovibrio_bacteriovorus_50	97.52	97.605	97.39	97.479
Bdellovibrio_bacteriovorus_55	95.822	95.868	95.356	95.763
Bdellovibrio_bacteriovorus_60	93.34	93.476	92.789	92.876
Bdellovibrio_bacteriovorus_65	89.628	89.348	88.156	88.04
Bdellovibrio_bacteriovorus_70	85.316	84.849	81.471	81.997
Bdellovibrio_bacteriovorus_75	82.721	81.525	74.871	73.662
Bdellovibrio_bacteriovorus_80	83.289	81.585	65.686	64.806
Bdellovibrio_bacteriovorus_85	88.155	87.214	60.251	55.187
Bdellovibrio_bacteriovorus_90	94.417	94.755	53.517	51.321
Bdellovibrio_bacteriovorus_95	98.083	97.883	51.81	48.274
Bifidobacterium_longum_00	98.154	99.977	98.154	99.977
Bifidobacterium_longum_05	98.153	99.996	98.153	99.996
Bifidobacterium_longum_10	98.136	99.999	98.136	99.999
Bifidobacterium_longum_15	97.978	99.979	97.978	99.979
Bifidobacterium_longum_20	97.714	99.918	97.714	99.918
Bifidobacterium_longum_25	97.637	99.884	97.637	99.884
Bifidobacterium_longum_30	97.805	99.61	97.805	99.61
Bifidobacterium_longum_35	97.327	99.289	97.327	99.269
Bifidobacterium_longum_40	96.673	98.839	96.556	98.7
Bifidobacterium_longum_45	95.512	98.131	95.253	98.05
Bifidobacterium_longum_50	94.806	96.938	94.666	96.647
Bifidobacterium_longum_55	92.351	95.26	92.058	94.831
Bifidobacterium_longum_60	90.686	92.92	89.625	91.94
Bifidobacterium_longum_65	87.06	88.972	85.468	87.031
Bifidobacterium_longum_70	82.266	84.354	79.336	80.261
Bifidobacterium_longum_75	79.837	80.491	70.375	72.575
Bifidobacterium_longum_80	80.344	81.048	63.497	62.631
Bifidobacterium_longum_85	85.261	85.685	59.383	51.571
Bifidobacterium_longum_90	93.019	92.581	53.206	48.787
Bifidobacterium_longum_95	95.95	96.085	51.848	46.165
Bordetella_bronchiseptica_00	97.994	99.896	97.994	99.896
Bordetella_bronchiseptica_05	97.95	99.984	97.95	99.984
Bordetella_bronchiseptica_10	97.912	99.941	97.912	99.941
Bordetella_bronchiseptica_15	97.872	99.931	97.872	99.931
Bordetella_bronchiseptica_20	97.407	99.775	97.407	99.775
Bordetella_bronchiseptica_25	97.366	99.705	97.366	99.705
Bordetella_bronchiseptica_30	97.243	99.245	97.08	99.232
Bordetella_bronchiseptica_35	96.764	98.951	96.64	98.732
Bordetella_bronchiseptica_40	95.957	98.538	95.703	98.514
Bordetella_bronchiseptica_45	95.166	97.552	95.04	97.425
Bordetella_bronchiseptica_50	93.624	95.988	93.365	95.751
Bordetella_bronchiseptica_55	91.484	94.17	90.994	93.521
Bordetella_bronchiseptica_60	88.661	90.735	87.771	89.751
Bordetella_bronchiseptica_65	85.176	86.814	83.132	84.783
Bordetella_bronchiseptica_70	81.064	83.212	76.394	78.307
Bordetella_bronchiseptica_75	79.453	80.278	69.356	69.447
Bordetella_bronchiseptica_80	80.104	80.088	60.376	61.145
Bordetella_bronchiseptica_85	87.013	86.893	54.717	54.233
Bordetella_bronchiseptica_90	92.36	92.422	52.77	47.94
Bordetella_bronchiseptica_95	95.742	95.886	53.14	44.385
Bordetella_parapertussis_00	98.711	99.987	98.711	99.987
Bordetella_parapertussis_05	98.716	99.832	98.716	99.832
Bordetella_parapertussis_10	98.521	99.962	98.521	99.962
Bordetella_parapertussis_15	98.628	99.942	98.628	99.942
Bordetella_parapertussis_20	98.363	99.887	98.363	99.887
Bordetella_parapertussis_25	98.347	99.814	98.19	99.814
Bordetella_parapertussis_30	98.074	99.299	98.074	99.29
Bordetella_parapertussis_35	97.828	99.449	97.806	99.449
Bordetella_parapertussis_40	97.185	98.542	97.108	98.275
Bordetella_parapertussis_45	96.26	97.659	95.938	97.555
Bordetella_parapertussis_50	94.982	96.699	94.693	96.458
Bordetella_parapertussis_55	92.981	94.219	92.483	93.76
Bordetella_parapertussis_60	89.274	91.284	88.304	90.311
Bordetella_parapertussis_65	86.505	87.714	84.604	85.557
Bordetella_parapertussis_70	82.81	83.559	78.111	79.406
Bordetella_parapertussis_75	80.453	81.383	70.1	70.62
Bordetella_parapertussis_80	81.855	81.938	61.839	63.545
Bordetella_parapertussis_85	86.96	86.119	56.199	52.374
Bordetella_parapertussis_90	93.302	92.992	53.196	48.298
Bordetella_parapertussis_95	96.899	96.614	48.199	50.316
Bordetella_pertussis_00	93.455	99.975	93.455	99.975
Bordetella_pertussis_05	93.42	99.969	93.42	99.969
Bordetella_pertussis_10	93.389	99.958	93.389	99.958
Bordetella_pertussis_15	93.348	99.892	93.348	99.756
Bordetella_pertussis_20	93.24	99.805	93.24	99.805
Bordetella_pertussis_25	92.968	99.293	92.968	99.293
Bordetella_pertussis_30	92.625	99.168	92.625	99.168
Bordetella_pertussis_35	92.312	99.127	92.134	99.023
Bordetella_pertussis_40	91.602	98.4	91.438	98.328
Bordetella_pertussis_45	90.54	97.512	90.294	97.368
Bordetella_pertussis_50	89.242	95.987	88.761	95.808
Bordetella_pertussis_55	87.371	93.174	86.951	92.675
Bordetella_pertussis_60	84.369	89.722	83.515	88.637
Bordetella_pertussis_65	80.999	85.592	78.856	83.603
Bordetella_pertussis_70	77.519	80.96	72.908	76.341
Bordetella_pertussis_75	74.412	76.762	64.725	67.519
Bordetella_pertussis_80	76.031	77.212	58.136	57.677
Bordetella_pertussis_85	81.131	82.469	51.543	51.626
Bordetella_pertussis_90	87.567	87.724	48.929	46.718
Bordetella_pertussis_95	90.731	91.097	46.265	46.441
Borrelia_burgdorferi_00	99.383	99.919	99.383	99.919
Borrelia_burgdorferi_05	99.312	99.938	99.312	99.938
Borrelia_burgdorferi_10	99.354	99.522	99.354	98.201
Borrelia_burgdorferi_15	99.265	99.862	99.265	99.862
Borrelia_burgdorferi_20	98.839	98.141	98.839	98.141
Borrelia_burgdorferi_25	98.607	99.107	98.607	99.107
Borrelia_burgdorferi_30	98.825	99.68	98.825	99.68
Borrelia_burgdorferi_35	98.235	98.677	97.876	98.636
Borrelia_burgdorferi_40	98.158	98.649	98.036	98.649
Borrelia_burgdorferi_45	95.403	96.48	95.346	96.388
Borrelia_burgdorferi_50	94.644	94.936	94.463	94.453
Borrelia_burgdorferi_55	91.757	92.48	91.408	91.837
Borrelia_burgdorferi_60	88.538	89.697	87.118	88.778
Borrelia_burgdorferi_65	85.265	84.815	82.639	83.143
Borrelia_burgdorferi_70	82.243	81.145	76.983	73.785
Borrelia_burgdorferi_75	79.593	78.803	69.834	66.084
Borrelia_burgdorferi_80	80.791	81.932	60.602	58.622
Borrelia_burgdorferi_85	87.827	87.627	53.855	54.651
Borrelia_burgdorferi_90	94.407	94.802	51.493	49.357
Borrelia_burgdorferi_95	98.232	98.191	56.979	41.82
Bradyrhizobium_japonicum_00	99.032	99.986	99.032	99.986
Bradyrhizobium_japonicum_05	99.094	99.99	99.094	99.99
Bradyrhizobium_japonicum_10	99.009	99.971	99.009	99.971
Bradyrhizobium_japonicum_15	98.81	99.943	98.81	99.943
Bradyrhizobium_japonicum_20	98.9	99.762	98.802	99.762
Bradyrhizobium_japonicum_25	98.741	99.711	98.657	99.711
Bradyrhizobium_japonicum_30	98.457	99.594	98.413	99.589
Bradyrhizobium_japonicum_35	98.468	99.148	98.445	99.103
Bradyrhizobium_japonicum_40	97.659	98.794	97.474	98.681
Bradyrhizobium_japonicum_45	96.989	97.864	96.81	97.716
Bradyrhizobium_japonicum_50	95.537	96.698	95.345	96.452
Bradyrhizobium_japonicum_55	93.793	94.914	93.355	94.45
Bradyrhizobium_japonicum_60	91.197	91.835	90.216	90.811
Bradyrhizobium_japonicum_65	87.585	88.291	85.782	86.458
Bradyrhizobium_japonicum_70	83.624	84.202	79.363	79.514
Bradyrhizobium_japonicum_75	81.143	80.54	71.897	71.239
Bradyrhizobium_japonicum_80	82.008	81.362	63.952	62.624
Bradyrhizobium_japonicum_85	86.689	86.71	55.989	54.854
Bradyrhizobium_japonicum_90	93.66	93.306	52.888	48.904
Bradyrhizobium_japonicum_95	96.734	97.07	53.448	45.436
Buchnera_aphidicola_Acyrthosiphon_pisum_00	99.976	NA	99.976	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_05	99.95	NA	99.95	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_10	99.874	NA	99.874	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_15	NA	99.968	NA	99.968
Buchnera_aphidicola_Acyrthosiphon_pisum_20	99.87	NA	99.87	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_25	99.679	NA	99.679	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_30	99.525	NA	99.525	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_35	99.249	NA	99.249	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_40	98.911	NA	98.911	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_45	97.923	NA	97.923	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_50	96.277	NA	96.277	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_55	94.983	NA	94.983	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_60	93.782	NA	93.782	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_65	91.543	NA	91.543	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_70	89.397	NA	89.397	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_75	90.975	NA	90.975	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_80	91.561	NA	91.561	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_85	94.209	NA	94.209	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_90	96.805	NA	96.805	NA
Buchnera_aphidicola_Acyrthosiphon_pisum_95	NA	98.503	NA	98.503
Buchnera_aphidicola_Baizongia_pistaciae_00	99.994	NA	99.994	NA
Buchnera_aphidicola_Baizongia_pistaciae_05	NA	99.928	NA	99.928
Buchnera_aphidicola_Baizongia_pistaciae_10	NA	99.999	NA	99.999
Buchnera_aphidicola_Baizongia_pistaciae_15	99.943	NA	99.943	NA
Buchnera_aphidicola_Baizongia_pistaciae_20	NA	99.732	NA	99.732
Buchnera_aphidicola_Baizongia_pistaciae_25	99.618	NA	99.618	NA
Buchnera_aphidicola_Baizongia_pistaciae_30	NA	99.574	NA	99.574
Buchnera_aphidicola_Baizongia_pistaciae_35	99.442	NA	99.442	NA
Buchnera_aphidicola_Baizongia_pistaciae_40	NA	98.8	NA	98.8
Buchnera_aphidicola_Baizongia_pistaciae_45	98.151	NA	98.151	NA
Buchnera_aphidicola_Baizongia_pistaciae_50	97.708	NA	97.708	NA
Buchnera_aphidicola_Baizongia_pistaciae_55	NA	96.53	NA	96.53
Buchnera_aphidicola_Baizongia_pistaciae_60	92.952	NA	92.952	NA
Buchnera_aphidicola_Baizongia_pistaciae_65	NA	90.495	NA	90.495
Buchnera_aphidicola_Baizongia_pistaciae_70	90.169	NA	90.169	NA
Buchnera_aphidicola_Baizongia_pistaciae_75	NA	90.044	NA	90.044
Buchnera_aphidicola_Baizongia_pistaciae_80	92.789	NA	92.789	NA
Buchnera_aphidicola_Baizongia_pistaciae_85	NA	95.314	NA	95.314
Buchnera_aphidicola_Baizongia_pistaciae_90	NA	97.456	NA	97.456
Buchnera_aphidicola_Baizongia_pistaciae_95	NA	98.828	NA	98.828
Buchnera_aphidicola_Schizaphis_graminum_00	NA	99.761	NA	99.761
Buchnera_aphidicola_Schizaphis_graminum_05	NA	99.972	NA	99.972
Buchnera_aphidicola_Schizaphis_graminum_10	NA	99.949	NA	99.949
Buchnera_aphidicola_Schizaphis_graminum_15	NA	99.953	NA	99.953
Buchnera_aphidicola_Schizaphis_graminum_20	NA	99.87	NA	99.87
Buchnera_aphidicola_Schizaphis_graminum_25	NA	99.884	NA	99.884
Buchnera_aphidicola_Schizaphis_graminum_30	NA	99.675	NA	99.675
Buchnera_aphidicola_Schizaphis_graminum_35	NA	99.499	NA	99.499
Buchnera_aphidicola_Schizaphis_graminum_40	NA	99.328	NA	99.328
Buchnera_aphidicola_Schizaphis_graminum_45	NA	98.697	NA	98.697
Buchnera_aphidicola_Schizaphis_graminum_50	NA	97.616	NA	97.616
Buchnera_aphidicola_Schizaphis_graminum_55	NA	95.844	NA	95.844
Buchnera_aphidicola_Schizaphis_graminum_60	92.772	NA	92.772	NA
Buchnera_aphidicola_Schizaphis_graminum_65	NA	90.601	NA	90.601
Buchnera_aphidicola_Schizaphis_graminum_70	NA	88.152	NA	88.152
Buchnera_aphidicola_Schizaphis_graminum_75	NA	85.819	NA	85.819
Buchnera_aphidicola_Schizaphis_graminum_80	NA	86.611	NA	86.611
Buchnera_aphidicola_Schizaphis_graminum_85	NA	89.317	NA	89.317
Buchnera_aphidicola_Schizaphis_graminum_90	NA	91.301	NA	91.301
Buchnera_aphidicola_Schizaphis_graminum_95	NA	93.202	NA	93.202
Caenorhabditis_briggsae_00	92.694	96.771	92.694	96.771
Caenorhabditis_briggsae_05	92.702	96.781	92.702	96.781
Caenorhabditis_briggsae_10	92.586	96.736	92.586	96.736
Caenorhabditis_briggsae_15	92.556	96.559	92.556	96.559
Caenorhabditis_briggsae_20	92.318	96.557	92.318	96.557
Caenorhabditis_briggsae_25	92.064	96.418	91.996	96.335
Caenorhabditis_briggsae_30	91.734	96.041	91.677	95.958
Caenorhabditis_briggsae_35	91.303	95.679	91.291	95.619
Caenorhabditis_briggsae_40	90.342	95.243	90.275	95.167
Caenorhabditis_briggsae_45	89.542	94.316	89.37	94.257
Caenorhabditis_briggsae_50	88.038	92.974	87.797	92.745
Caenorhabditis_briggsae_55	85.922	91.05	85.364	90.686
Caenorhabditis_briggsae_60	82.674	87.929	81.941	87.224
Caenorhabditis_briggsae_65	79.088	84.267	77.128	82.599
